"item","n_patterns","patterns","p_correct_mean","p_correct_sd","p_correct_min","p_correct_max","dxy_form_mean","dxy_form_sd","dxy_form_min","dxy_form_max","raw_weight_form_mean","raw_weight_form_sd","raw_weight_form_cv","raw_weight_form_min","raw_weight_form_max","min1_weight_mean","min1_weight_sd","common_rest_item_count_min","dxy_common_mean","dxy_common_sd","raw_weight_common_mean","raw_weight_common_sd","raw_weight_common_cv"
"pm954q01",4,"PATTERN02;PATTERN03;PATTERN05;PATTERN07",0.692915978068264,0.0514433643583189,0.643356643356643,0.762589928057554,0.639081133018594,0.0363967649430939,0.591704160558111,0.680235862460926,2.76373022716376,0.245970667627222,0.0889995214473757,2.5603035148385,3.07424469589737,1.52685867791159,0.272238063877463,10,0.65383183162974,0.0253833451703766,2.8180213204302,0.228686309397377,0.0811513765844986
"pm954q02",4,"PATTERN02;PATTERN03;PATTERN05;PATTERN07",0.31414029659374,0.0293257978769608,0.295612009237875,0.357314148681055,0.5751090738133,0.0694462031712471,0.480122950819672,0.63172393068216,4.0073433503112,0.258084101231055,0.0644027922416512,3.65634191422674,4.277999620865,2.21507899148707,0.369226386756515,10,0.565440524432666,0.0615534270240911,3.95696575222884,0.264669220370126,0.0668869120792985
"pm954q04",4,"PATTERN02;PATTERN03;PATTERN05;PATTERN07",0.227593130279638,0.0467455837568558,0.172494172494172,0.282973621103118,0.726831246598561,0.0218964943312649,0.714470548178413,0.759581881533101,5.70513069423462,0.470768984184417,0.0825167747095009,5.07549060470618,6.20873748609584,3.14968990900456,0.527129577452282,10,0.695767996513718,0.0274401516998972,5.43263646766187,0.32063280304142,0.0590197420626261
"pm955q01",4,"PATTERN02;PATTERN04;PATTERN09;PATTERN12",0.734876098891459,0.0514850955705273,0.665127020785219,0.789340101522843,0.429328903632836,0.0477122587468493,0.386200751559292,0.489655172413793,2.04831744333729,0.220764066578231,0.107778248579743,1.83713416661613,2.34969934384917,1.17741749206543,0.167180538639927,9,0.329112842105599,0.0840186337860164,1.8447907907911,0.275500857803527,0.149339892186574
"pm955q02",4,"PATTERN02;PATTERN04;PATTERN09;PATTERN12",0.195130596167034,0.0387153548140023,0.163895486935867,0.246192893401015,0.591856348347813,0.119772985743142,0.477450257921886,0.754770698676516,5.12124280656631,1.16389758687676,0.227268581248374,4.2159700355571,6.67401606601459,2.9466105898752,0.718243648573744,9,0.543700432687698,0.133226785475514,4.83057591808573,1.151985027943,0.238477781423528
"pm982q01",4,"PATTERN07;PATTERN08;PATTERN11;PATTERN12",0.870678901644133,0.0329846927201269,0.836930455635492,0.899653979238754,0.384750242258899,0.0967609071698877,0.259496855345912,0.488594164456233,1.69999926181681,0.182117119878196,0.107127764093006,1.43808331171004,1.84297063567442,1.00621182440348,0.0118521798211953,10,0.355331149512947,0.119942048244881,1.65156839500568,0.215908958932708,0.130729650425385
"pm982q02",4,"PATTERN07;PATTERN08;PATTERN11;PATTERN12",0.324327026280998,0.0417321744658038,0.27536231884058,0.377162629757785,0.331054433528357,0.109200802337817,0.200356778797146,0.459775590134434,3.00491963680105,0.433260050530402,0.144183573239129,2.40803727590957,3.44593165421063,1.8104030730525,0.437925233478309,10,0.319739262537289,0.0728105287980436,2.95526618351741,0.323845614232407,0.109582553354622
"pm982q03t",4,"PATTERN07;PATTERN08;PATTERN11;PATTERN12",0.599563290008985,0.0364627871822576,0.545893719806763,0.626297577854671,0.421170157463554,0.0814370453728743,0.352993786480889,0.530341340075853,2.34168156351081,0.179070295662826,0.0764708141590146,2.17165566389369,2.59440335898725,1.40615235192716,0.265349201115903,10,0.394408582506804,0.0497373804638571,2.2671812840722,0.087883148515056,0.0387631766072118
"pm982q04",4,"PATTERN07;PATTERN08;PATTERN11;PATTERN12",0.422268727844487,0.0290592546823325,0.380622837370242,0.446043165467626,0.488768018763257,0.0377260878891449,0.449822244794312,0.536004483048473,3.10345454417325,0.0868083063912189,0.0279715088961757,3.02061991738755,3.21543651929907,1.85696451711236,0.255945015528196,10,0.429298594678179,0.0338715803352526,2.89956385429923,0.0916822253787529,0.0316193158646306
"pm992q01",4,"PATTERN07;PATTERN08;PATTERN11;PATTERN12",0.751843854146385,0.0129226415824059,0.736714975845411,0.764705882352941,0.476754641435888,0.0296770397411793,0.43738355070535,0.506484848484849,2.11471925612633,0.0873931610407051,0.041326129124482,1.99265223520218,2.20027581242267,1.26600477980823,0.184302815588521,10,0.430134467061454,0.0526219096685775,2.0078416657801,0.119359445608368,0.0594466424532502
"pm992q02",4,"PATTERN07;PATTERN08;PATTERN11;PATTERN12",0.139567014221442,0.0194164485717734,0.11864406779661,0.164251207729469,0.648844399528248,0.0383418633634021,0.603795344936045,0.696638655462185,6.04706858149694,0.334005874588212,0.0552343453835162,5.7492559263137,6.39714588123267,3.62141974225292,0.550399300762873,10,0.61034896654692,0.0453749855105675,5.73929942217405,0.242982384564731,0.0423365931433996
"pm992q03",4,"PATTERN07;PATTERN08;PATTERN11;PATTERN12",0.0529643665025294,0.0102401053518035,0.0406779661016949,0.0623501199040767,0.828147461969205,0.0525692317588863,0.754711425206125,0.878181818181818,10.816621848671,1.0009430396459,0.0925374903227187,9.88026997178656,12.2050975563467,6.42400327935591,0.465679850863326,10,0.779008007982436,0.063377344709954,9.83400121318062,0.817641130938027,0.083144298359668
"pm995q01",4,"PATTERN01;PATTERN06;PATTERN07;PATTERN09",0.466716869808896,0.0429501382438578,0.404597701149425,0.5,0.685627496262931,0.0391976431829205,0.663186657386642,0.744340119340119,3.8134379419892,0.448616327087968,0.117640914553327,3.54752330589501,4.48229678740779,2.17778734997382,0.220561969067183,11,0.627775560917259,0.0497341361496323,3.51790847427323,0.425608298459029,0.120983334720485
"pm995q02",4,"PATTERN01;PATTERN06;PATTERN07;PATTERN09",0.0209496986081217,0.0102969009626124,0.0126903553299492,0.0359712230215827,0.835251824930713,0.0579054260107947,0.75599582898853,0.891393442622951,13.6366831523759,1.69519836797412,0.124311634217208,11.9161107526459,15.624041414268,7.76941077856985,0.623247003383705,11,0.785362542398852,0.0591943030498235,12.3174023440851,1.4392161768951,0.116844131310383
"pm995q03",4,"PATTERN01;PATTERN06;PATTERN07;PATTERN09",0.434884185628398,0.0726870826425791,0.354022988505747,0.520383693045564,0.611304077955239,0.0260320689732577,0.588388254786451,0.636520737327189,3.57437087516633,0.346594134087675,0.0969664721967462,3.31493684180231,4.05429811778171,2.03989592225135,0.137893489632343,11,0.588361406942118,0.0159804720036902,3.46808892194769,0.326253105895512,0.0940728779561645
"pm998q02",4,"PATTERN02;PATTERN04;PATTERN09;PATTERN12",0.799930393907675,0.0466129531478524,0.732101616628176,0.833910034602076,0.466114520818248,0.0378713912659211,0.422964887419304,0.504592850049653,1.99329357971984,0.163917993777945,0.0822347472774102,1.84215576551293,2.19145116582335,1.1410533407821,0.0770281685003831,9,0.389290061540712,0.0654280906972018,1.83567838675515,0.22783985425007,0.124117522924488
"pm998q04t",4,"PATTERN02;PATTERN04;PATTERN09;PATTERN12",0.315465328396932,0.0138712893579893,0.302030456852792,0.334872979214781,0.171748520250858,0.0629956117522741,0.121048850574713,0.261641541038526,2.55779342384612,0.188118957446633,0.073547361445539,2.35836671211457,2.8112719018696,1.47166654500046,0.190572446609618,9,0.180768875171892,0.056013436571292,2.5794979208741,0.157099953618426,0.06090330693703
