"person","calibration","audit","fold","number_correct","raw_proportion","full_weighted","crossfit_weighted","raw_midrank_percentile","weighted_midrank_percentile"
712,TRUE,FALSE,2,23,0.821428571428571,0.806598597781122,0.806333814141264,71.1327857631759,70.927446954141
713,TRUE,FALSE,3,19,0.678571428571429,0.652226987789209,0.652230607912284,39.2026009582478,39.4079397672827
714,TRUE,FALSE,1,22,0.785714285714286,0.77620254231804,0.776669072169752,62.9876796714579,64.9383983572895
715,TRUE,FALSE,2,23,0.821428571428571,0.825101299486904,0.824634351063936,71.1327857631759,74.6235455167693
716,TRUE,FALSE,4,14,0.5,0.475292325628085,0.474517703817964,10.9856262833676,11.6187542778919
717,FALSE,TRUE,4,23,0.821428571428571,0.81429441936464,0.81581206015534,71.1327857631759,72.8097193702943
718,TRUE,FALSE,3,25,0.892857142857143,0.895215637436298,0.894242469722319,85.2669404517454,87.3545516769336
719,TRUE,FALSE,2,23,0.821428571428571,0.798329356716969,0.79784916036271,71.1327857631759,69.1478439425051
720,TRUE,FALSE,3,26,0.928571428571429,0.92954395996432,0.928970769267515,90.9479808350445,92.0431211498973
721,FALSE,TRUE,2,18,0.642857142857143,0.587001561875145,0.586526960439117,31.6392881587953,27.1218343600274
722,TRUE,FALSE,5,19,0.678571428571429,0.635404664334267,0.63593176627094,39.2026009582478,35.5407255304586
723,FALSE,TRUE,1,16,0.571428571428571,0.536301955602946,0.537384223759884,19.4216290212183,18.9767282683094
724,FALSE,TRUE,4,19,0.678571428571429,0.643496806141195,0.643960383765171,39.2026009582478,37.5941136208077
725,TRUE,FALSE,2,17,0.607142857142857,0.579456566449583,0.578952681323061,25.2908966461328,26.2320328542094
726,FALSE,TRUE,3,18,0.642857142857143,0.620228100657402,0.621465336616159,31.6392881587953,32.6317590691307
727,FALSE,TRUE,4,26,0.928571428571429,0.927186260009343,0.927011247631624,90.9479808350445,91.4955509924709
728,TRUE,FALSE,4,19,0.678571428571429,0.635791515222084,0.634382473862707,39.2026009582478,35.643394934976
729,TRUE,FALSE,4,25,0.892857142857143,0.882270039770333,0.882714673669595,85.2669404517454,85.0616016427105
730,FALSE,TRUE,1,21,0.75,0.716387834170544,0.715353960537827,54.7741273100616,52.9260780287474
731,TRUE,FALSE,5,20,0.714285714285714,0.671876552627932,0.671457652512222,47.1594798083504,43.8227241615332
732,TRUE,FALSE,4,26,0.928571428571429,0.92773421094871,0.928644333043352,90.9479808350445,91.5468856947296
733,TRUE,FALSE,3,22,0.785714285714286,0.783084943978214,0.78331815548292,62.9876796714579,66.4442162902122
734,TRUE,FALSE,5,24,0.857142857142857,0.849757524932267,0.850971381116252,78.5420944558522,79.8596851471595
735,TRUE,FALSE,4,23,0.821428571428571,0.800019714950306,0.799330006512663,71.1327857631759,69.4900752908966
736,FALSE,TRUE,2,25,0.892857142857143,0.883193597553469,0.883416906982974,85.2669404517454,85.284052019165
737,TRUE,FALSE,2,25,0.892857142857143,0.890679240148436,0.89114830369043,85.2669404517454,86.533196440794
738,TRUE,FALSE,1,27,0.964285714285714,0.960675975792669,0.960370954279214,95.4312114989733,94.6954140999316
739,TRUE,FALSE,5,26,0.928571428571429,0.913802926749951,0.914708572507311,90.9479808350445,89.5790554414784
740,TRUE,FALSE,1,24,0.857142857142857,0.849230470741333,0.848954704404767,78.5420944558522,79.7912388774812
741,TRUE,FALSE,1,26,0.928571428571429,0.92773421094871,0.927395959676489,90.9479808350445,91.5468856947296
742,FALSE,TRUE,4,21,0.75,0.718773142795754,0.7175311084417,54.7741273100616,53.3709787816564
743,FALSE,TRUE,1,27,0.964285714285714,0.960675975792669,0.960370954279214,95.4312114989733,94.6954140999316
744,TRUE,FALSE,3,18,0.642857142857143,0.668254134730264,0.670360598077508,31.6392881587953,42.9329226557153
745,TRUE,FALSE,3,27,0.964285714285714,0.953238799551541,0.95379165866753,95.4312114989733,94.0965092402464
746,TRUE,FALSE,2,20,0.714285714285714,0.705995866471679,0.706890371670153,47.1594798083504,50.4277891854894
747,TRUE,FALSE,3,19,0.678571428571429,0.660323633846243,0.66058855185673,39.2026009582478,41.0506502395619
748,FALSE,TRUE,2,24,0.857142857142857,0.819609827075591,0.818801084135107,78.5420944558522,73.7337440109514
749,FALSE,TRUE,3,23,0.821428571428571,0.817485527339802,0.816894835152669,71.1327857631759,73.3572895277207
750,FALSE,TRUE,5,20,0.714285714285714,0.678585538696951,0.680029950073086,47.1594798083504,44.7809719370294
751,TRUE,FALSE,1,25,0.892857142857143,0.868179361989894,0.867409925553025,85.2669404517454,82.700205338809
752,FALSE,TRUE,4,15,0.535714285714286,0.496256538146262,0.497491981133778,14.5448323066393,13.8774811772758
753,TRUE,FALSE,4,26,0.928571428571429,0.92075465725027,0.920048395561222,90.9479808350445,90.5373032169747
754,TRUE,FALSE,4,23,0.821428571428571,0.799065749300613,0.797528579339151,71.1327857631759,69.35318275154
755,FALSE,TRUE,4,27,0.964285714285714,0.944723584569072,0.944306494231765,95.4312114989733,93.6516084873374
756,FALSE,TRUE,4,22,0.785714285714286,0.76033561378661,0.760053911761572,62.9876796714579,61.2765229295003
757,TRUE,FALSE,3,23,0.821428571428571,0.792492943913111,0.791476185349962,71.1327857631759,68.2580424366872
758,TRUE,FALSE,2,23,0.821428571428571,0.811800089255087,0.810899961151583,71.1327857631759,72.1594798083504
759,TRUE,FALSE,3,23,0.821428571428571,0.830714638354775,0.831629894535922,71.1327857631759,75.9924709103354
760,FALSE,TRUE,1,21,0.75,0.766134559961487,0.76474221134817,54.7741273100616,62.6112251882272
761,TRUE,FALSE,2,18,0.642857142857143,0.632880667599165,0.633753566173179,31.6392881587953,35.1642710472279
762,TRUE,FALSE,5,15,0.535714285714286,0.502776334975263,0.504930980431983,14.5448323066393,14.6303901437372
763,TRUE,FALSE,4,10,0.357142857142857,0.330102922930175,0.331921404856044,2.56673511293634,2.51540041067762
764,FALSE,TRUE,2,14,0.5,0.457804085003398,0.458593693566662,10.9856262833676,9.87337440109514
765,FALSE,TRUE,2,19,0.678571428571429,0.658163711654918,0.658012503705363,39.2026009582478,40.4688569472964
766,TRUE,FALSE,4,10,0.357142857142857,0.319596811832131,0.319752808488721,2.56673511293634,2.0362765229295
767,TRUE,FALSE,4,10,0.357142857142857,0.332016300120503,0.331855438029516,2.56673511293634,2.61806981519507
768,TRUE,FALSE,5,11,0.392857142857143,0.364708941921454,0.36626094483916,4.15811088295688,3.98699520876112
769,TRUE,FALSE,1,23,0.821428571428571,0.803428197431569,0.802825259037484,71.1327857631759,70.1745379876797
770,TRUE,FALSE,3,19,0.678571428571429,0.66776698197369,0.669097481209408,39.2026009582478,42.8302532511978
771,TRUE,FALSE,5,20,0.714285714285714,0.671488006751359,0.671258897744038,47.1594798083504,43.6173853524983
772,TRUE,FALSE,3,18,0.642857142857143,0.608727849183046,0.608342202508884,31.6392881587953,31.0917180013689
773,TRUE,FALSE,4,11,0.392857142857143,0.37732681758972,0.377277654699216,4.15811088295688,4.50034223134839
774,TRUE,FALSE,5,15,0.535714285714286,0.517461976456369,0.519706617691767,14.5448323066393,16.0677618069815
775,FALSE,TRUE,3,11,0.392857142857143,0.373209016292542,0.374482501886558,4.15811088295688,4.36344969199179
776,FALSE,TRUE,2,18,0.642857142857143,0.638764118485974,0.639269028928735,31.6392881587953,36.3620807665982
777,TRUE,FALSE,1,21,0.75,0.74557077954944,0.745886311537796,54.7741273100616,58.2991101984942
778,TRUE,FALSE,5,14,0.5,0.469775782778473,0.470372554013229,10.9856262833676,11.0369609856263
779,TRUE,FALSE,3,22,0.785714285714286,0.786518751169483,0.787559970372144,62.9876796714579,66.9575633127995
780,TRUE,FALSE,5,21,0.75,0.735032848805469,0.735462189375831,54.7741273100616,56.2457221081451
781,TRUE,FALSE,2,16,0.571428571428571,0.543462650145859,0.543942342850632,19.4216290212183,20.0376454483231
782,FALSE,TRUE,1,21,0.75,0.760384743876561,0.759582738876287,54.7741273100616,61.3449691991786
783,TRUE,FALSE,1,19,0.678571428571429,0.659345972049603,0.659647400266901,39.2026009582478,40.8110882956879
784,FALSE,TRUE,1,24,0.857142857142857,0.833445997250315,0.834059882271454,78.5420944558522,76.5400410677618
